taskSize,taskType,priority,resourceLoad,actualTime
1,2,1,8.72,0.82
1,3,3,31.51,1.387
1,1,4,34.21,0.568
1,3,3,5.46,0.614
1,2,2,50.32,1.055
1,1,2,81.67,2.268
2,3,5,42.33,3.338
3,3,2,19.37,17.527
1,3,1,39.26,1.119
2,1,1,26.51,2.61
1,3,1,13.1,0.67
3,2,1,26.76,33.787
2,1,1,35.57,5.246
3,1,4,32.58,13.72
2,1,3,25.53,2.907
1,2,1,28.19,1.075
1,3,1,25.97,1.585
1,1,1,37.48,0.961
1,1,5,31.44,0.241
1,2,5,37.89,0.712
1,1,2,14.73,0.536
2,2,3,20.79,3.528
2,1,1,58.66,4.733
1,1,2,15.61,0.684
2,1,1,31.22,3.617
1,2,1,37.74,1.276
1,1,2,62.02,1.12
1,1,2,34.29,0.662
1,1,3,5.78,0.517
1,3,2,35.59,0.955
1,2,1,14.75,1.202
1,1,1,31.87,0.9
1,2,3,22.03,0.747
1,2,2,17.42,1.941
2,3,1,27.16,5.84
1,3,1,20.48,0.861
1,2,2,36.52,0.973
1,1,1,42.67,0.681
1,2,3,38.29,0.966
1,1,1,4.08,0.629
1,2,4,46.23,1.63
2,1,1,39.03,6.903
2,2,2,25.62,5.507
3,1,3,33.81,14.824
3,1,2,33.58,21.951
1,2,1,45.54,1.839
1,3,2,25.95,1.392
1,2,2,35.51,1.287
1,3,4,18.89,0.717
1,3,1,16.16,1.091
1,1,3,14.43,0.569
3,2,1,12.29,31.788
1,3,2,23.53,1.35
3,1,4,14.86,8.856
3,2,5,2.71,14.728
1,1,1,5.31,0.529
1,1,1,50.38,1.481
1,1,1,6.39,0.628
1,1,2,46.76,0.787
2,3,2,22.99,4.304
3,1,3,31.89,21.485
1,1,4,53.3,1.019
1,3,1,52.8,2.245
2,1,1,14.17,3.418
1,2,3,31.81,1.101
2,3,3,27.19,2.792
1,3,1,26.8,1.155
1,3,1,5.28,0.966
1,3,1,16.79,1.341
1,1,2,28.02,0.994
1,3,2,34.51,0.838
1,2,2,14.16,0.778
1,1,2,33.02,1.046
2,3,1,2.24,5.353
1,1,2,47.22,0.735
2,1,1,38.04,3.636
1,1,3,10.48,0.579
2,1,5,38.88,1.159
1,1,2,32.9,0.774
2,1,2,55.82,5.48
1,3,1,26.83,1.179
1,3,1,13.42,0.745
3,1,1,18.05,11.366
1,2,1,73.78,2.02
2,3,2,20.73,3.705
2,1,4,21.77,2.141
1,1,1,25.04,0.749
1,1,1,70.28,1.351
2,1,3,24.55,2.44
3,1,4,3.88,8.695
1,3,2,19.71,0.656
2,1,2,29.62,2.695
2,1,1,21.7,2.719
1,1,3,31.82,0.403
2,1,1,36.39,4.027
1,1,2,3.88,0.615
1,1,3,26.14,0.366
3,2,3,40.33,37.997
2,1,2,17.37,2.56
1,1,1,23.19,0.736
2,3,1,23.89,3.999
1,3,1,34.12,1.124
1,2,2,15.35,1.103
1,1,2,8.33,0.686
1,3,3,33.95,0.997
1,1,1,47.6,0.985
1,1,2,35.08,0.791
2,2,1,13.7,7.768
2,2,1,25.94,8.118
1,1,2,34.1,0.698
1,2,3,32.96,0.765
3,3,2,8.71,15.935
1,1,2,31.12,0.628
1,2,4,18.62,0.79
1,1,1,71.76,1.108
3,2,1,63.51,45.26
1,1,2,62.85,1.95
3,1,1,60.34,25.659
3,1,3,40.59,20.462
3,2,2,34.01,44.44
2,1,2,59.52,4.534
2,1,2,51.0,3.289
3,1,1,15.47,19.024
1,1,1,42.72,1.129
2,1,1,25.11,5.294
1,2,1,54.85,1.722
1,3,1,19.33,1.177
1,1,5,25.69,0.376
3,2,2,38.5,35.496
1,1,2,33.78,0.565
1,1,1,59.33,0.817
2,2,2,11.0,5.218
2,2,2,15.12,4.813
1,3,1,48.45,0.982
1,1,2,43.95,1.26
2,1,1,50.03,5.897
3,3,3,41.52,18.08
3,3,1,61.69,47.139
1,1,1,25.99,1.354
1,1,2,72.34,1.314
2,2,1,3.92,5.445
1,1,2,19.67,0.422
2,2,5,67.06,10.731
2,1,1,37.29,4.313
1,1,2,42.33,0.648
2,1,1,9.82,2.929
1,2,5,25.71,0.571
3,2,2,28.55,55.537
1,3,2,20.09,1.258
2,1,2,43.52,5.538
1,1,3,16.55,0.558
1,3,1,50.65,1.716
1,2,4,13.58,0.665
2,3,1,32.46,5.513
3,3,3,29.11,15.756
2,1,1,29.2,3.387
2,1,1,23.98,4.87
1,1,3,17.68,0.509
3,2,1,69.37,73.338
1,2,2,27.74,1.196
2,1,4,7.54,1.987
1,2,3,36.67,0.892
2,1,2,41.35,4.339
1,1,1,14.86,0.843
1,1,1,3.71,0.59
1,1,1,21.95,0.567
1,1,1,22.66,0.81
1,2,2,29.76,0.773
3,3,1,12.64,22.205
2,3,1,31.07,8.602
3,1,2,19.43,8.367
1,3,2,38.58,0.696
2,1,5,69.77,3.713
1,2,1,27.22,1.557
3,2,2,36.0,35.781
1,1,2,12.32,0.475
1,1,3,40.07,0.85
1,1,4,65.94,0.635
1,1,1,26.27,0.726
2,3,3,16.18,3.001
1,3,4,17.87,0.533
2,1,2,25.55,3.666
1,2,3,20.48,0.82
1,3,1,46.43,1.529
3,1,4,44.05,16.445
2,2,5,32.05,3.734
3,1,3,50.02,14.666
1,1,1,18.27,0.883
2,2,1,32.01,8.296
2,1,1,15.52,4.062
2,3,1,32.77,3.238
1,3,2,54.68,1.535
1,1,1,18.89,1.013
1,1,2,6.25,0.601
2,1,4,13.11,3.341
2,1,2,14.31,2.477
2,1,1,77.83,6.118
1,2,2,9.11,0.96
2,1,2,58.87,4.2
1,1,1,23.63,0.688
2,2,4,1.62,3.415
1,1,5,52.9,1.019
2,2,3,7.1,4.15
1,3,2,39.75,0.772
1,1,1,11.27,0.639
1,2,2,68.21,1.198
1,3,1,2.05,0.711
1,1,2,28.32,0.514
1,2,1,25.11,1.773
1,1,1,60.23,1.075
3,1,5,9.68,10.258
1,2,1,17.07,1.295
1,3,2,31.56,1.151
1,3,3,13.3,0.535
2,3,2,22.03,5.009
1,3,3,35.98,1.001
2,1,1,46.22,5.398
3,2,4,13.98,22.568
1,2,1,5.29,1.294
1,1,2,10.86,0.744
1,1,1,29.8,0.792
3,1,2,20.44,23.778
1,2,2,45.05,1.547
1,2,2,51.61,1.565
3,3,2,36.45,23.334
2,1,1,59.1,11.944
1,2,1,19.94,1.509
1,1,4,12.29,0.295
1,3,3,33.25,0.795
2,1,2,37.16,3.082
1,1,4,17.82,0.548
1,1,1,9.82,0.63
3,1,1,16.09,17.468
2,1,5,17.58,2.1
1,1,2,51.38,1.153
3,1,4,11.85,12.495
2,2,2,13.12,5.364
3,1,2,19.73,16.592
1,2,3,24.19,0.898
1,1,2,2.34,0.526
2,1,2,10.73,2.391
1,2,2,29.23,1.178
1,3,1,24.68,0.975
2,1,2,31.2,4.128
2,1,3,14.99,3.454
1,1,2,29.61,0.675
1,1,2,12.08,0.526
2,1,5,35.45,2.269
2,2,2,4.63,5.76
1,1,2,30.97,0.587
1,1,4,37.01,0.454
1,1,3,29.71,0.272
2,2,2,22.88,6.582
2,3,3,40.41,3.459
2,1,2,32.69,2.117
1,2,2,29.34,1.221
1,1,2,15.02,0.276
1,1,2,10.1,0.409
1,1,2,31.36,0.558
1,1,1,31.69,0.54
1,3,1,42.46,1.593
1,2,4,32.19,0.886
3,2,1,18.84,33.553
1,1,2,27.39,0.856
2,3,1,27.72,4.298
2,1,3,12.77,1.478
2,1,5,28.33,4.033
1,3,1,65.95,1.877
1,2,3,17.62,1.007
2,2,3,8.94,3.532
1,3,3,16.4,0.578
1,1,3,37.74,0.878
2,1,1,15.7,3.943
1,1,1,23.86,0.622
1,1,2,23.13,0.942
3,3,4,74.12,28.263
1,1,2,14.76,0.847
1,1,4,53.85,0.791
1,2,1,47.34,2.794
3,3,1,14.16,25.316
3,2,4,8.35,22.686
1,1,5,27.18,0.336
1,1,2,25.21,0.819
2,2,2,13.58,5.0
1,2,2,41.97,0.871
1,1,1,34.63,0.505
1,3,3,3.13,0.78
1,2,1,38.35,1.094
2,2,1,60.02,10.643
1,1,1,25.64,1.006
1,1,5,42.68,0.777
1,2,2,33.77,0.706
1,1,3,44.87,0.513
3,1,1,54.93,40.982
1,1,2,40.61,0.463
1,3,5,47.69,0.745
1,3,3,13.47,0.654
2,1,1,43.67,4.821
2,1,1,8.91,2.825
1,2,3,40.17,1.509
1,2,1,62.44,3.057
1,1,1,26.3,0.653
2,1,3,21.56,2.367
1,3,1,61.1,1.778
1,1,1,18.78,0.733
2,3,4,43.54,4.333
1,1,1,26.51,0.599
2,1,1,13.73,4.435
1,2,1,4.24,1.25
2,3,1,43.83,7.636
2,3,1,43.64,3.643
3,2,4,54.01,24.591
2,2,2,25.69,4.243
1,1,3,42.31,0.683
2,1,1,8.41,2.963
2,3,1,51.54,6.169
1,2,4,50.18,0.623
1,1,1,61.33,1.329
1,2,1,52.45,1.452
2,1,1,28.73,3.848
1,3,1,34.94,0.646
1,1,2,16.72,0.484
1,1,2,58.73,1.015
3,1,1,20.64,15.023
1,3,2,55.51,1.885
1,1,2,3.37,0.718
3,3,1,28.99,25.945
3,1,3,34.72,17.581
1,1,1,36.23,1.003
1,3,2,51.41,1.017
1,1,1,10.05,1.004
1,2,2,31.22,1.028
1,2,1,70.06,2.494
1,2,2,20.67,1.204
2,2,1,21.39,7.668
2,2,2,13.09,4.991
2,2,4,13.3,4.124
2,1,3,31.86,3.549
1,2,2,25.19,1.321
1,1,2,66.77,1.692
2,1,1,8.34,2.44
2,1,5,64.16,5.951
1,3,1,33.6,1.683
1,2,1,31.61,1.793
2,1,3,17.86,3.011
1,3,3,32.95,0.536
2,1,1,17.46,2.917
1,1,2,13.78,0.484
1,1,1,24.84,0.55
1,2,3,64.12,1.143
1,1,1,39.24,0.634
2,2,1,40.08,7.285
1,3,2,43.79,1.332
1,1,3,41.06,0.353
1,3,1,33.79,0.894
1,1,2,59.99,0.781
1,2,1,23.02,1.55
1,3,5,9.84,0.541
1,2,1,55.79,1.545
2,2,3,16.1,2.729
2,2,1,41.2,8.361
1,1,1,50.4,0.961
2,3,1,24.56,6.992
3,1,5,47.04,13.096
2,2,1,36.9,11.606
2,1,2,59.8,4.755
1,1,2,36.38,0.557
1,2,2,7.6,1.289
3,2,2,14.87,19.8
3,2,3,26.66,26.545
1,1,1,30.22,0.666
1,1,2,24.02,0.738
1,2,2,33.03,1.274
1,1,1,7.17,0.715
3,1,4,24.11,11.096
1,1,1,14.22,0.745
2,2,2,44.14,6.139
2,1,1,33.63,6.611
1,1,3,39.42,0.748
2,2,4,55.6,4.503
1,1,1,34.36,0.738
1,2,3,22.14,0.724
1,1,1,31.45,0.653
1,1,1,9.57,0.809
2,1,2,27.9,2.848
1,3,4,39.49,0.646
2,1,2,30.18,3.376
1,1,2,37.02,0.808
3,2,1,38.0,34.584
2,2,1,41.47,6.832
2,1,1,10.61,5.823
1,3,2,45.48,1.301
1,2,3,17.54,1.409
2,1,5,26.43,1.712
2,2,2,66.16,8.119
2,1,1,31.74,4.246
1,2,1,52.47,1.515
1,1,2,58.3,1.568
1,1,2,23.68,0.398
1,3,1,39.69,0.802
2,2,2,3.72,3.117
1,2,4,33.33,1.051
1,1,3,10.2,0.646
1,1,4,6.68,0.429
2,2,3,32.69,6.102
1,3,1,40.66,2.024
1,1,1,42.84,1.304
2,3,2,15.41,4.152
2,1,2,54.1,4.781
1,1,1,28.82,0.448
1,2,2,14.76,0.765
1,3,1,23.16,0.891
2,1,3,2.85,2.419
1,3,1,36.35,0.992
1,1,1,13.65,0.801
1,3,2,69.06,1.334
1,2,1,58.71,2.217
2,1,2,24.62,3.0
2,2,2,24.54,4.161
1,3,1,22.28,0.836
1,2,1,25.32,1.285
1,3,1,46.87,1.025
1,1,2,41.92,0.389
1,1,1,13.6,0.701
1,1,1,40.64,1.112
2,1,3,45.87,4.11
2,3,1,41.09,7.778
2,2,2,18.66,4.726
1,3,4,20.44,0.498
2,1,1,6.59,2.75
1,2,2,31.7,0.98
2,3,4,5.99,3.187
1,1,2,38.14,0.433
2,1,1,73.25,18.318
1,1,2,15.69,0.515
1,2,1,34.21,1.655
1,1,1,41.42,0.798
1,2,1,40.87,0.786
3,1,3,40.2,16.876
2,1,2,59.61,6.069
2,2,3,11.77,6.343
3,1,1,21.5,29.081
1,1,2,20.27,0.482
2,2,1,14.19,7.313
3,1,3,15.75,14.741
1,1,1,16.93,0.589
1,1,5,37.6,0.348
1,1,1,6.55,1.013
2,2,1,44.96,8.244
2,3,1,27.63,2.686
1,3,4,22.03,0.545
2,1,5,32.82,3.394
2,2,3,26.6,5.518
1,3,4,36.24,0.666
2,1,1,23.12,3.399
2,3,3,18.47,4.087
1,1,1,15.4,0.802
1,3,1,15.05,0.86
2,2,1,38.21,5.483
1,2,2,5.48,1.337
1,2,1,54.37,1.289
2,3,4,32.08,2.529
1,1,1,14.04,0.602
1,1,3,17.83,0.541
2,2,5,35.69,3.018
2,3,4,13.55,1.982
1,3,2,52.76,0.855
1,1,4,24.46,0.565
1,1,3,68.39,1.245
1,3,1,15.82,1.135
3,2,4,47.13,27.105
1,2,1,10.07,0.772
1,2,1,35.36,1.338
2,1,3,18.32,2.334
2,1,2,21.99,3.88
2,1,4,22.65,2.656
1,2,1,19.2,1.625
1,2,3,15.5,0.883
3,2,1,11.07,21.159
2,2,1,48.56,9.685
2,2,1,18.48,5.419
1,1,4,26.51,0.581
2,2,3,30.75,5.611
3,2,4,49.61,25.477
1,1,1,54.46,1.34
1,2,3,18.08,1.028
1,1,5,5.87,0.33
2,2,1,29.63,8.612
1,3,1,20.11,0.689
1,1,5,12.3,0.437
2,1,2,27.15,5.349
2,3,2,35.85,3.381
1,1,1,23.81,0.665
3,1,3,40.25,15.62
1,3,4,26.53,0.874
1,1,2,31.06,0.843
2,1,3,12.85,3.073
2,1,3,24.79,3.009
2,3,5,17.71,3.654
2,1,1,41.02,3.677
2,1,1,11.15,3.082
2,1,2,58.89,5.51
3,3,3,54.85,18.791
3,1,1,20.51,18.782
1,3,3,59.67,1.265
2,1,1,54.42,9.649
1,1,1,31.55,0.858
2,2,3,43.37,8.194
1,1,2,6.9,0.475
1,1,2,33.94,0.571
3,3,2,26.01,20.228
2,1,2,14.57,2.608
1,3,1,35.47,0.999
1,3,1,24.05,0.524
1,2,2,48.87,1.638
2,1,3,18.59,3.654
1,1,1,22.82,0.838
2,3,1,23.36,5.292
2,1,3,5.26,2.85
1,1,2,5.78,0.468
1,2,2,20.56,0.903
2,1,5,19.81,1.387
2,1,1,34.12,4.117
1,2,2,21.27,1.61
1,2,1,2.55,1.101
2,1,3,30.39,2.829
1,1,1,17.73,0.591
1,1,5,17.07,0.449
1,2,4,18.35,0.546
1,1,1,5.6,0.627
2,2,1,15.9,7.38
3,1,3,42.74,11.186
2,1,1,10.1,2.705
1,1,3,47.35,0.69
1,1,4,18.47,0.325
1,1,2,24.76,0.704
2,1,1,42.51,3.081
1,3,2,10.61,0.692
3,1,2,4.64,10.975
1,1,2,6.21,0.554
1,2,2,29.06,1.344
1,3,3,52.71,1.186
1,1,1,8.98,0.515
1,1,4,17.47,0.372
1,2,1,3.87,0.97
1,1,5,44.95,0.454
1,1,2,14.9,0.699
1,1,2,30.52,0.721
2,3,1,16.85,5.313
2,1,2,45.24,3.107
1,2,4,29.84,0.808
1,3,1,24.34,1.631
2,1,2,54.12,7.228
3,2,2,21.82,24.501
2,2,2,16.84,4.209
1,2,1,29.28,1.159
2,1,2,28.93,3.558
2,3,3,20.55,3.249
1,3,2,32.75,0.664
1,1,5,35.4,0.386
3,1,5,6.02,9.319
3,2,2,36.07,27.378
1,3,3,24.5,0.499
2,3,3,16.45,2.855
1,1,4,37.49,0.485
2,2,1,34.39,8.08
1,1,2,9.14,0.815
1,1,1,35.68,0.9
1,1,2,65.56,1.445
1,1,4,33.84,0.79
3,1,2,15.68,23.168
2,2,3,7.62,3.58
1,2,1,8.71,1.334
1,3,1,44.75,1.196
1,2,1,66.82,3.097
1,1,1,5.7,1.046
1,2,3,22.71,0.898
1,1,2,7.88,0.538
1,1,2,72.14,1.032
3,3,1,33.55,22.087
2,1,2,35.78,1.818
1,1,1,28.65,0.719
2,3,1,24.65,4.23
1,2,1,1.81,1.263
2,1,1,26.97,3.474
1,1,1,31.9,0.602
1,1,3,31.57,0.505
1,3,2,6.85,0.896
3,3,4,19.09,26.109
2,3,1,19.63,4.244
2,2,3,26.49,5.358
2,1,2,50.78,2.784
2,1,2,47.75,3.064
2,3,2,8.73,4.195
1,1,2,26.72,0.673
1,1,3,21.65,0.371
2,2,1,53.09,7.605
3,3,1,28.18,20.355
1,3,3,41.94,0.651
3,1,2,38.91,13.896
2,1,2,18.85,4.388
1,1,1,6.53,0.672
3,3,1,40.82,26.589
2,1,4,11.43,2.924
1,2,2,24.87,1.177
2,1,2,22.36,2.159
1,2,4,47.04,1.082
2,2,2,40.6,5.711
1,2,5,24.73,0.72
1,1,2,19.43,0.555
2,2,1,11.83,5.018
1,1,2,12.7,0.799
1,1,2,28.71,0.528
1,3,5,14.67,0.473
1,2,1,25.91,0.907
1,3,1,20.62,0.708
1,3,3,23.11,0.667
1,2,2,22.96,1.362
1,1,2,27.77,0.422
2,2,1,23.0,4.074
2,2,1,29.23,7.342
2,2,1,19.47,5.147
1,1,2,27.76,0.475
2,1,1,11.49,2.411
1,1,3,10.24,0.349
2,3,1,44.35,3.603
1,2,1,32.62,1.296
2,2,2,40.45,12.863
3,1,2,72.49,46.995
2,1,1,25.96,2.644
2,3,3,20.17,3.741
1,1,1,25.54,0.623
1,2,1,35.06,1.249
1,2,1,6.99,0.854
1,2,1,58.43,3.081
2,1,2,23.38,2.758
2,1,1,47.7,3.523
3,3,1,26.57,9.931
3,2,3,50.82,27.511
1,3,3,15.21,0.722
3,1,3,19.96,10.123
2,1,1,8.88,3.811
2,2,1,45.81,8.408
1,1,5,6.92,0.638
1,2,3,7.23,1.205
1,1,4,28.11,0.419
1,1,1,46.32,1.3
1,1,1,41.09,0.355
1,2,1,21.23,0.683
1,1,4,37.9,0.705
2,2,2,6.87,5.262
1,1,3,4.53,0.449
2,1,3,34.69,3.639
1,3,2,7.89,0.676
1,3,3,23.32,0.527
1,1,4,29.46,0.489
1,3,4,16.96,0.863
1,1,1,37.29,0.712
2,1,2,64.74,2.468
1,1,5,47.39,0.649
1,2,3,38.98,1.322
1,1,3,32.4,0.648
1,2,1,17.34,1.236
3,1,4,17.25,10.343
1,3,1,42.72,1.549
1,1,1,57.45,1.598
2,3,2,5.85,5.091
2,1,1,56.41,10.544
1,1,2,37.27,1.079
3,1,5,11.55,7.843
1,1,2,45.93,0.396
1,1,1,30.49,0.619
2,2,4,32.12,3.802
3,2,3,69.38,61.815
1,3,3,56.48,1.017
1,2,1,17.42,1.433
2,2,2,38.09,8.03
2,1,1,6.46,3.139
1,2,2,7.11,1.108
3,2,1,33.67,23.249
1,1,1,34.24,0.559
2,1,2,13.17,2.33
2,1,1,24.66,4.195
1,2,1,18.27,0.807
1,2,2,22.45,1.041
1,1,1,49.3,0.744
2,1,2,19.86,2.261
1,1,1,10.25,0.714
2,1,3,35.13,3.337
1,1,1,41.11,0.716
1,2,1,16.82,0.991
1,3,1,30.58,1.057
1,2,1,40.24,1.086
1,2,1,1.4,1.144
3,1,1,40.95,18.85
2,1,2,22.67,2.55
1,2,2,21.71,1.203
3,2,4,27.64,18.96
1,1,2,9.6,0.487
3,3,2,67.96,37.419
1,3,3,49.81,0.804
1,3,2,10.3,0.715
2,3,3,37.38,3.31
1,1,3,8.56,0.514
2,1,4,53.0,2.291
2,1,3,13.98,1.82
1,2,1,25.19,0.91
1,3,1,14.97,0.865
1,1,3,11.24,0.537
1,1,4,20.33,0.345
1,1,2,44.3,0.742
1,1,1,12.59,0.999
1,1,1,75.44,1.271
1,1,4,25.6,0.71
1,1,2,24.43,0.889
1,3,3,52.34,0.827
1,1,3,32.14,0.29
2,1,1,33.82,3.209
2,1,1,12.31,3.846
1,1,4,65.15,0.35
2,1,2,10.39,3.733
1,1,1,33.15,0.881
1,3,2,19.34,0.913
1,2,1,2.71,1.201
1,1,5,5.46,0.307
2,1,2,28.46,2.205
1,1,1,46.63,0.976
2,1,1,33.9,4.62
1,1,4,69.03,0.849
1,1,2,39.51,0.932
1,3,2,24.86,0.78
1,2,2,13.9,0.984
1,1,2,16.29,0.585
1,3,4,31.94,0.543
1,1,4,45.94,0.686
3,2,1,25.35,37.236
2,1,2,46.39,4.93
2,2,2,38.32,11.211
3,2,3,24.54,19.695
1,2,1,15.87,1.454
2,3,1,49.72,7.056
3,3,1,28.96,18.552
1,1,1,17.03,0.694
2,2,2,33.47,6.035
1,1,1,36.02,0.752
1,2,5,36.41,0.941
1,1,2,20.92,0.906
1,2,2,35.01,1.076
1,3,2,45.48,0.546
2,2,4,19.88,4.57
1,2,2,30.93,1.546
1,1,2,48.82,0.777
1,3,3,9.62,0.85
3,1,2,6.47,8.26
2,1,2,7.54,2.413
1,1,1,24.6,1.253
2,1,3,12.14,2.185
2,1,1,1.34,4.319
2,1,1,53.2,4.917
2,1,1,25.84,3.188
1,2,1,40.74,1.844
1,1,1,23.4,0.886
2,2,1,16.31,6.981
2,2,1,21.78,4.416
1,1,3,48.11,0.739
1,1,5,19.65,0.383
1,1,1,10.65,0.423
1,1,2,3.74,0.811
2,1,3,6.93,2.546
1,2,2,31.86,1.784
1,2,3,32.39,0.752
1,3,2,11.15,0.69
1,2,2,37.33,0.909
1,2,1,41.8,3.1
1,1,2,17.78,0.378
1,1,1,36.42,0.849
1,3,1,77.19,3.156
1,3,1,15.45,0.989
1,2,2,29.11,0.865
1,1,2,3.84,0.578
2,1,2,33.39,4.76
2,3,4,49.84,4.12
1,3,2,0.77,0.752
2,1,2,29.08,3.267
1,1,2,37.55,1.041
1,1,2,34.35,1.017
1,2,4,19.79,0.663
2,2,1,35.82,5.522
2,1,1,22.3,2.709
2,1,2,3.46,2.59
3,1,2,64.8,20.232
1,3,2,17.38,0.514
3,2,3,29.12,42.145
2,3,5,17.57,2.179
1,1,4,16.78,0.402
1,1,4,8.71,0.539
1,3,1,8.24,1.185
1,1,1,22.23,0.537
1,2,3,28.77,0.901
1,2,2,37.95,1.202
1,2,1,47.69,1.695
1,3,1,14.81,1.072
1,1,1,10.27,0.832
3,1,2,4.36,16.076
1,1,1,20.53,0.569
3,2,2,7.81,34.311
1,2,2,11.58,1.018
1,2,4,18.3,0.483
1,2,1,25.51,0.982
1,2,3,8.01,0.957
1,2,2,88.88,3.555
1,1,1,11.21,0.839
2,2,1,39.31,6.426
1,2,4,20.13,1.291
1,2,1,33.17,1.962
1,3,1,45.78,1.249
2,1,4,20.31,1.373
3,1,1,8.22,12.828
1,2,1,13.84,1.059
1,1,1,33.61,0.75
3,1,3,50.19,20.122
3,3,2,61.21,13.526
2,3,4,2.12,3.232
2,1,4,59.13,2.766
1,1,4,35.26,0.684
1,2,1,30.11,1.753
1,2,3,18.12,0.627
2,1,4,12.3,2.309
2,2,1,25.44,7.409
1,1,1,20.11,0.872
1,1,2,28.98,0.793
2,1,5,28.02,1.546
1,3,4,4.68,0.571
2,1,2,14.55,3.117
2,1,2,19.26,3.121
1,1,1,13.43,0.491
1,1,1,52.17,1.855
1,1,3,26.01,0.557
1,1,2,22.85,0.56
1,1,1,64.54,0.969
2,2,2,19.85,3.849
1,2,4,12.91,0.638
2,3,1,19.52,4.267
1,3,2,10.01,0.871
2,2,1,7.25,7.089
1,1,1,26.04,0.582
2,1,2,9.73,2.65
1,3,3,35.74,0.831
2,2,1,36.43,5.561
1,2,5,22.72,0.513
3,2,3,68.12,40.703
1,1,2,60.95,1.058
2,3,5,20.38,2.051
1,3,2,34.12,0.821
1,2,2,34.7,0.944
2,3,1,18.53,5.735
1,2,2,54.9,1.553
2,3,2,23.4,4.718
1,2,1,27.52,1.338
2,1,1,26.61,4.138
1,1,3,48.88,0.825
1,1,1,12.84,0.532
2,2,1,9.4,8.088
2,2,1,71.43,8.933
2,1,2,23.29,3.646
2,1,2,22.87,2.798
1,1,3,76.6,0.987
2,2,3,22.07,4.293
1,1,4,19.6,0.512
1,2,1,53.13,2.006
2,3,2,30.69,2.366
1,1,2,7.38,0.506
3,3,1,7.74,16.435
3,1,1,31.58,15.916
2,1,2,36.71,2.992
1,2,2,53.81,1.574
2,3,3,46.43,4.379
1,3,1,16.16,1.148
1,1,1,34.47,1.576
2,1,3,41.93,3.368
2,3,4,36.72,7.863
1,1,3,29.89,0.539
2,1,4,16.54,2.113
2,3,2,33.89,3.37
1,1,2,11.04,0.591
1,1,2,11.96,0.708
2,3,4,18.84,2.607
1,2,1,15.11,0.961
1,1,1,39.11,0.728
1,2,2,39.6,0.909
2,1,5,30.74,2.109
2,3,3,47.55,4.431
2,2,2,19.17,3.323
2,3,2,31.07,5.353
2,3,1,35.55,4.259
2,1,1,42.91,5.501
1,1,1,41.31,1.781
1,3,2,17.37,0.557
1,1,2,20.82,0.599
1,1,1,51.93,1.296
1,1,2,5.29,0.721
1,3,2,39.3,0.63
1,2,4,33.8,1.038
1,2,3,12.65,1.396
1,1,1,50.49,1.186
1,1,5,44.09,0.531
2,1,2,12.78,3.442
2,1,4,54.27,2.881
2,2,4,23.78,2.582
1,1,5,23.23,0.443
2,3,2,10.16,2.439
2,2,3,43.89,6.415
1,2,4,11.64,1.011
1,1,4,47.83,0.347
1,1,3,29.05,0.59
1,1,4,35.04,0.562
1,2,2,31.03,1.073
1,2,2,14.92,1.05
1,1,1,73.59,1.536
1,3,1,20.44,1.003
1,1,1,15.42,0.533
3,2,3,60.77,41.015
1,1,2,31.98,0.654
2,1,1,13.38,2.911
1,3,2,17.8,0.841
2,2,2,39.8,7.185
2,1,1,28.47,2.862
2,1,3,10.01,2.491
2,3,3,57.51,5.349
2,2,1,28.47,7.507
2,2,1,10.66,8.179
1,3,2,13.49,0.775
1,1,2,21.37,0.514
2,3,1,24.59,6.294
1,3,2,11.81,1.054
1,1,3,50.57,0.569
3,3,1,10.71,13.343
3,3,4,35.78,17.62
1,1,3,34.92,0.458
1,3,1,49.12,1.339
1,1,1,29.77,1.458
1,2,1,66.43,1.819
3,1,4,19.64,11.621
1,1,1,46.68,0.917
1,3,3,25.41,0.641
2,2,3,46.11,11.202
1,3,2,32.23,0.819
3,1,1,25.33,14.437
1,2,2,21.22,0.55
1,1,1,9.28,0.535
3,1,2,4.02,18.363
1,3,4,52.29,0.536
2,2,1,10.16,8.424
1,1,3,18.52,0.547
2,2,5,55.33,4.498
1,2,2,26.53,1.24
2,3,3,8.21,3.173
3,1,1,36.08,9.356
1,1,1,8.33,0.65
1,2,2,12.77,1.211
2,1,3,32.69,2.616
3,2,2,31.49,15.712
1,1,2,12.76,0.628
3,2,1,30.21,25.129
2,1,3,41.87,2.981
2,1,2,19.26,2.408
1,3,2,49.07,0.686
1,1,2,4.76,0.711
2,1,2,13.29,3.697
2,2,1,14.48,4.415
1,1,3,35.02,1.14
1,2,2,26.61,1.315
2,2,2,23.14,4.03
1,3,4,15.99,0.505
1,1,3,2.8,0.538
1,3,2,54.19,1.309
1,2,2,41.11,1.58
1,3,1,61.29,2.779
1,1,2,10.25,0.786
2,1,2,22.67,2.189
2,3,2,20.79,4.422
1,1,2,21.26,0.77
1,2,2,34.06,1.305
2,1,5,12.64,2.102
1,1,3,58.46,1.024
3,1,1,12.85,14.62
2,3,1,40.56,5.574
3,2,4,44.96,17.359
2,2,1,26.54,7.327
3,1,1,40.13,38.753
2,3,5,39.51,3.117
1,3,2,12.79,1.0
2,1,4,11.76,3.332
1,2,2,26.15,1.228
1,3,2,2.05,0.983
1,3,1,4.22,0.635
2,2,1,33.56,6.359
2,2,1,23.36,5.167
